tweet_id,favorites,retweets,user_followers
879050749262655488,21103,4283,8781173
879008229531029506,17808,2444,8781173
878776093423087618,18143,3731,8781173
878604707211726852,28236,6478,8781173
878404777348136964,0,1179,8781173
878316110768087041,0,6083,8781173
878281511006478336,7252,1179,8781173
878057613040115712,39458,6202,8781173
877736472329191424,74346,17306,8781173
877611172832227328,0,73,8781173
877556246731214848,21275,3481,8781173
877316821321428993,25701,4760,8781173
877201837425926144,25424,5100,8781173
876838120628539392,19414,3045,8781173
876537666061221889,22187,4286,8781173
876484053909872640,17615,2167,8781173
876120275196170240,26245,4275,8781173
875747767867523072,23616,3908,8781173
875144289856114688,20573,4493,8781173
875097192612077568,25767,5560,8781173
875021211251597312,23953,4327,8781173
874680097055178752,26117,4241,8781173
874434818259525634,0,13325,8781173
874296783580663808,24461,3767,8781173
874057562936811520,21353,3651,8781173
874012996292530176,32234,9397,8781173
873580283840344065,22783,3613,8781173
873337748698140672,0,1464,8781173
873213775632977920,6737,1464,8781173
872967104147763200,25658,4984,8781173
872820683541237760,13882,3421,8781173
872620804844003328,19513,3352,8781173
872486979161796608,38397,8319,8781173
872122724285648897,32329,7457,8781173
871879754684805121,35446,10122,8781173
871762521631449091,19071,3222,8781173
871515927908634625,19033,3208,8781173
871166179821445120,0,5279,8781173
871102520638267392,19743,5098,8781173
871032628920680449,21460,3535,8781173
870804317367881728,31773,5712,8781173
870726314365509632,114,3,8781173
870656317836468226,11668,2444,8781173
870374049280663552,78417,24508,8781173
870308999962521604,20716,3842,8781173
870063196459192321,34534,7696,8781173
869772420881756160,40260,9374,8781173
869702957897576449,26721,5851,8781173
869596645499047938,15102,2900,8781173
869227993411051520,19348,3509,8781173
868880397819494401,61974,13411,8781173
868639477480148993,0,1932,8781173
868622495443632128,25284,4927,8781173
868552278524837888,9551,1932,8781173
867900495410671616,22974,3893,8781173
867774946302451713,32229,6850,8781173
867421006826221569,15256,2320,8781173
867072653475098625,0,112,8781173
867051520902168576,30601,7348,8781173
866720684873056260,19028,4479,8781173
866686824827068416,18335,3263,8781173
866450705531457537,116192,32891,8781173
866334964761202691,49846,13325,8781173
866094527597207552,0,7835,8781173
865718153858494464,24411,5262,8781173
865359393868664832,25193,4691,8781173
865006731092295680,26688,7209,8781173
864873206498414592,30744,8137,8781173
864279568663928832,13881,2836,8781173
864197398364647424,28584,8310,8781173
863907417377173506,19647,3883,8781173
863553081350529029,14575,3932,8781173
863471782782697472,0,2284,8781173
863432100342583297,22689,4935,8781173
863427515083354112,2102,89,8781173
863079547188785154,8374,1044,8781173
863062471531167744,8073,2284,8781173
862831371563274240,18339,4847,8781173
862722525377298433,16345,3333,8781173
862457590147678208,19542,4645,8781173
862096992088072192,70987,21806,8781173
861383897657036800,34503,10099,8781173
861288531465048066,16432,3907,8781173
861005113778896900,15973,3605,8781173
860981674716409858,0,2028,8781173
860924035999428608,0,754,8781173
860563773140209665,7176,2028,8781173
860524505164394496,22650,5025,8781173
860276583193509888,17619,3318,8781173
860184849394610176,16006,5533,8781173
860177593139703809,0,29295,8781173
859924526012018688,18795,3888,8781173
859851578198683649,14801,3329,8781173
859607811541651456,17876,1486,8781173
859196978902773760,86332,28600,8781173
859074603037188101,32498,12946,8781173
858860390427611136,0,7704,8781173
858843525470990336,14992,3313,8781173
858471635011153920,20699,4622,8781173
858107933456039936,15163,2766,8781173
857989990357356544,15502,2478,8781173
857746408056729600,33017,10129,8781173
857393404942143489,5675,1571,8781173
857263160327368704,19350,4316,8781173
857214891891077121,216,17,8781173
857062103051644929,0,162,8781173
857029823797047296,18191,3807,8781173
856543823941562368,15781,2764,8781173
856526610513747968,11475,1799,8781173
856330835276025856,0,644,8781173
856288084350160898,496,15,8781173
856282028240666624,26862,6035,8781173
855862651834028034,325,25,8781173
855860136149123072,4766,937,8781173
855857698524602368,11504,2027,8781173
855851453814013952,44334,17316,8781173
855818117272018944,25857,5218,8781173
855459453768019968,28933,7910,8781173
855245323840757760,0,5739,8781173
855138241867124737,0,43,8781173
854732716440526848,22120,5850,8781173
854482394044301312,28488,6633,8781173
854365224396361728,18382,4532,8781173
854120357044912130,31164,7213,8781173
854010172552949760,15810,3052,8781173
853760880890318849,27849,5557,8781173
853639147608842240,33821,9725,8781173
853299958564483072,15119,3454,8781173
852936405516943360,0,1935,8781173
852912242202992640,8820,1760,8781173
852672615818899456,14560,2100,8781173
852553447878664193,15930,3379,8781173
852311364735569921,32438,9674,8781173
852226086759018497,19564,6664,8781173
852189679701164033,11224,1551,8781173
851861385021730816,0,19,8781173
851591660324737024,15932,3393,8781173
851464819735769094,23793,6886,8781173
851224888060895234,20292,5598,8781173
850753642995093505,30235,8914,8781173
850380195714523136,12868,2552,8781173
850333567704068097,3395,321,8781173
850145622816686080,16045,3710,8781173
850019790995546112,20053,4772,8781173
849776966551130114,29931,7435,8781173
849668094696017920,0,4857,8781173
849412302885593088,15614,3096,8781173
849336543269576704,11239,1862,8781173
849051919805034497,41691,8311,8781173
848690551926992896,24812,4239,8781173
848324959059550208,24348,4538,8781173
848213670039564288,8064,717,8781173
848212111729840128,16079,2983,8781173
847978865427394560,0,3204,8781173
847971574464610304,0,425,8781173
847962785489326080,23192,4990,8781173
847842811428974592,5361,1307,8781173
847617282490613760,6898,407,8781173
847606175596138505,18539,3375,8781173
847251039262605312,20252,4250,8781173
847157206088847362,19647,5762,8781173
847116187444137987,21212,3130,8781173
846874817362120707,19852,3875,8781173
846514051647705089,44094,11382,8781173
846505985330044928,13948,3028,8781173
846153765933735936,31238,8908,8781173
846139713627017216,30708,9883,8781173
846042936437604353,15811,2831,8781173
845812042753855489,28922,8578,8781173
845677943972139009,24939,4732,8781173
845397057150107648,7557,1778,8781173
845306882940190720,23113,5325,8781173
845098359547420673,0,7550,8781173
844979544864018432,13505,2521,8781173
844973813909606400,14944,3149,8781173
844580511645339650,16339,3090,8781173
844223788422217728,13539,2176,8781173
843981021012017153,15071,2917,8781173
843856843873095681,21288,4572,8781173
843604394117681152,16751,2718,8781173
843235543001513987,21359,5970,8781173
842846295480000512,15179,3605,8781173
842765311967449089,6690,1268,8781173
842535590457499648,17999,3475,8781173
842163532590374912,24281,5739,8781173
842115215311396866,13897,3009,8781173
841833993020538882,0,14948,8781173
841680585030541313,25577,7755,8781173
841439858740625411,12575,3663,8781173
841320156043304961,19703,5465,8781173
841314665196081154,15773,4623,8781173
841077006473256960,22756,5279,8781173
840761248237133825,0,1757,8781173
840728873075638272,0,16031,8781173
840698636975636481,174,2,8781173
840696689258311684,12237,966,8781173
840632337062862849,8966,1757,8781173
840370681858686976,16392,4514,8781173
840268004936019968,19187,5686,8781173
839990271299457024,13373,2265,8781173
839549326359670784,27378,7704,8781173
839290600511926273,0,143,8781173
839239871831150596,27038,6502,8781173
838952994649550848,19599,3985,8781173
838921590096166913,11124,2054,8781173
838916489579200512,0,35,8781173
838831947270979586,0,10962,8781173
838561493054533637,10922,1332,8781173
838476387338051585,22452,4759,8781173
838201503651401729,0,10028,8781173
838150277551247360,1671,332,8781173
838085839343206401,138,1,8781173
838083903487373313,17597,3131,8781173
837820167694528512,34066,7835,8781173
837482249356513284,3848,442,8781173
837471256429613056,12787,2268,8781173
837110210464448512,16046,2360,8781173
836989968035819520,12760,2292,8781173
836753516572119041,19318,4630,8781173
836677758902222849,12604,2224,8781173
836648853927522308,0,555,8781173
836397794269200385,0,27472,8781173
836380477523124226,14759,2991,8781173
836260088725786625,21315,4305,8781173
836001077879255040,19091,4260,8781173
835685285446955009,0,8129,8781173
835574547218894849,17796,3623,8781173
835536468978302976,0,1697,8781173
835309094223372289,0,20943,8781173
835297930240217089,16485,3015,8781173
835264098648616962,7747,1697,8781173
835246439529840640,2099,73,8781173
835172783151792128,26195,5771,8781173
835152434251116546,22419,3018,8781173
834931633769889797,10812,1648,8781173
834786237630337024,21384,5503,8781173
834574053763584002,13674,2540,8781173
834477809192075265,0,10659,8781173
834458053273591808,9627,1687,8781173
834209720923721728,20622,4762,8781173
834167344700198914,15854,3667,8781173
834089966724603904,10075,2141,8781173
834086379323871233,13100,2215,8781173
833863086058651648,13462,2416,8781173
833826103416520705,18095,3786,8781173
833732339549220864,0,221,8781173
833722901757046785,20856,3226,8781173
833479644947025920,14881,2061,8781173
833124694597443584,20247,4857,8781173
832998151111966721,13282,2209,8781173
832769181346996225,0,39,8781173
832757312314028032,16911,3637,8781173
832682457690300417,11915,2924,8781173
832645525019123713,2938,532,8781173
832636094638288896,15898,2797,8781173
832397543355072512,12005,2228,8781173
832369877331693569,17235,3204,8781173
832273440279240704,11389,2345,8781173
832215909146226688,0,6230,8781173
832215726631055365,0,9364,8781173
832088576586297345,62,2,8781173
832040443403784192,0,9669,8781173
832032802820481025,17937,4677,8781173
831939777352105988,24082,6157,8781173
831926988323639298,337,34,8781173
831911600680497154,27712,6535,8781173
831670449226514432,10492,1832,8781173
831650051525054464,7170,1935,8781173
831552930092285952,9015,2324,8781173
831322785565769729,9307,1563,8781173
831315979191906304,6567,1133,8781173
831309418084069378,11803,2479,8781173
831262627380748289,11951,2062,8781173
830956169170665475,8006,1507,8781173
830583320585068544,67144,16865,8781173
830173239259324417,0,5714,8781173
830097400375152640,9850,2965,8781173
829878982036299777,0,5046,8781173
829861396166877184,12300,1960,8781173
829501995190984704,31908,10659,8781173
829449946868879360,10513,2037,8781173
829141528400556032,24522,7391,8781173
829011960981237760,53388,16395,8781173
828801551087042563,0,3441,8781173
828770345708580865,25704,5908,8781173
828708714936930305,36695,11248,8781173
828650029636317184,9554,1359,8781173
828409743546925057,6374,1173,8781173
828408677031882754,7718,1302,8781173
828381636999917570,12648,2228,8781173
828376505180889089,7424,1080,8781173
828372645993398273,12626,2962,8781173
828361771580813312,2208,173,8781173
828046555563323392,11808,2889,8781173
828011680017821696,10413,2166,8781173
827933404142436356,20232,5290,8781173
827653905312006145,15595,3036,8781173
827600520311402496,7500,952,8781173
827324948884643840,15949,3077,8781173
827199976799354881,10644,2237,8781173
826958653328592898,21708,5046,8781173
826848821049180160,36600,10254,8781173
826615380357632002,0,4019,8781173
826598799820865537,5151,254,8781173
826598365270007810,10116,2364,8781173
826476773533745153,18523,4226,8781173
826240494070030336,13391,2631,8781173
826204788643753985,4913,933,8781173
826115272272650244,15770,3166,8781173
825876512159186944,10559,1890,8781173
825829644528148480,12826,2516,8781173
825535076884762624,57244,17691,8781173
825147591692263424,18455,4591,8781173
825120256414846976,0,1275,8781173
825026590719483904,6360,1275,8781173
824796380199809024,0,5547,8781173
824775126675836928,15033,3558,8781173
824663926340194305,10604,1790,8781173
824325613288833024,11922,10618,8781173
824297048279236611,15187,3909,8781173
824025158776213504,4871,604,8781173
823939628516474880,10715,2735,8781173
823719002937630720,0,11317,8781173
823699002998870016,14109,2550,8781173
823581115634085888,13152,2651,8781173
823333489516937216,706,25,8781173
823322678127919110,15874,4078,8781173
823269594223824897,0,9998,8781173
822975315408461824,17457,3490,8781173
822872901745569793,132775,43737,8781173
822859134160621569,13395,2310,8781173
822647212903690241,0,6486,8781173
822610361945911296,14957,2996,8781173
822489057087389700,18345,6486,8781173
822462944365645825,28316,14487,8781173
822244816520155136,35286,9998,8781173
822163064745328640,0,4834,8781173
821886076407029760,11433,2347,8781173
821813639212650496,0,3394,8781173
821765923262631936,8505,1678,8781173
821522889702862852,8110,1788,8781173
821421320206483457,0,5663,8781173
821407182352777218,11900,4390,8781173
821153421864615936,259,10,8781173
821149554670182400,8742,2019,8781173
821107785811234820,9703,2165,8781173
821044531881721856,12796,2314,8781173
820837357901512704,0,6823,8781173
820749716845686786,31897,10028,8781173
820690176645140481,12339,3279,8781173
820494788566847489,0,570,8781173
820446719150292993,0,2602,8781173
820314633777061888,3383,570,8781173
820078625395449857,20033,6378,8781173
820013781606658049,0,1191,8781173
819952236453363712,5390,1191,8781173
819924195358416896,13039,4937,8781173
819711362133872643,13531,3162,8781173
819588359383371776,9750,2016,8781173
819347104292290561,7299,1227,8781173
819238181065359361,2299,412,8781173
819227688460238848,23342,6823,8781173
819015337530290176,0,37341,8781173
819015331746349057,0,19214,8781173
819006400881917954,45808,19214,8781173
819004803107983360,87915,37341,8781173
818646164899774465,0,21306,8781173
818627210458333184,22675,7649,8781173
818614493328580609,9972,2608,8781173
818588835076603904,0,6246,8781173
818536468981415936,11042,2499,8781173
818307523543449600,0,8217,8781173
818259473185828864,11167,2302,8781173
818145370475810820,12439,2613,8781173
817908911860748288,4921,818,8781173
817827839487737858,52333,27472,8781173
817777686764523521,10884,2734,8781173
817536400337801217,11925,3015,8781173
817502432452313088,0,3443,8781173
817423860136083457,34297,14948,8781173
817415592588222464,5679,968,8781173
817181837579653120,0,8593,8781173
817171292965273600,8890,2057,8781173
817120970343411712,12381,2644,8781173
817056546584727552,8712,1672,8781173
816829038950027264,0,4782,8781173
816816676327063552,10148,2076,8781173
816697700272001025,9935,2231,8781173
816450570814898180,30847,8217,8781173
816336735214911488,8723,1977,8781173
816091915477250048,9059,2180,8781173
816062466425819140,0,1040,8781173
816014286006976512,0,5367,8781173
815990720817401858,5023,1040,8781173
815966073409433600,22733,8593,8781173
815745968457060357,0,4208,8781173
815736392542261248,9990,2304,8781173
815639385530101762,8343,1678,8781173
815390420867969024,10519,3868,8781173
814986499976527872,7762,1299,8781173
814638523311648768,11438,2745,8781173
814578408554463233,0,5944,8781173
814530161257443328,8780,1901,8781173
814153002265309185,29169,8832,8781173
813944609378369540,0,3240,8781173
813910438903693312,9429,1898,8781173
813812741911748608,36983,14217,8781173
813800681631023104,8441,1798,8781173
813217897535406080,18921,7433,8781173
813202720496779264,9381,1843,8781173
813187593374461952,20184,4447,8781173
813172488309972993,9424,1961,8781173
813157409116065792,7886,2255,8781173
813142292504645637,8598,2429,8781173
813130366689148928,4544,456,8781173
813127251579564032,12028,3190,8781173
813112105746448384,10452,2795,8781173
813096984823349248,10736,3687,8781173
813081950185472002,10040,2826,8781173
813066809284972545,8077,1993,8781173
813051746834595840,21315,7506,8781173
812781120811126785,7696,1943,8781173
812709060537683968,6727,1461,8781173
812503143955202048,6179,1243,8781173
812466873996607488,8095,1971,8781173
812372279581671427,13870,3731,8781173
811985624773361665,7380,1430,8781173
811744202451197953,7664,1632,8781173
811647686436880384,5702,758,8781173
811627233043480576,12971,3146,8781173
811386762094317568,21264,6507,8781173
810984652412424192,5435,1465,8781173
810896069567610880,9160,1807,8781173
810657578271330305,11155,2702,8781173
810284430598270976,35867,11526,8781173
810254108431155201,14953,3441,8781173
809920764300447744,15788,4019,8781173
809808892968534016,0,4995,8781173
809448704142938112,7052,1498,8781173
809220051211603969,20264,5714,8781173
809084759137812480,13459,3599,8781173
808838249661788160,10286,3108,8781173
808733504066486276,8037,2207,8781173
808501579447930884,11503,2660,8781173
808344865868283904,43303,21306,8781173
808134635716833280,0,6060,8781173
808106460588765185,8932,2250,8781173
808001312164028416,12748,3604,8781173
807621403335917568,14836,3694,8781173
807106840509214720,120345,56607,8781173
807059379405148160,0,7498,8781173
807010152071229440,13300,3946,8781173
806629075125202948,76052,35396,8781173
806620845233815552,0,5646,8781173
806576416489959424,4978,1987,8781173
806542213899489280,10408,2403,8781173
806242860592926720,0,11881,8781173
806219024703037440,6535,1217,8781173
805958939288408065,0,5483,8781173
805932879469572096,8418,1959,8781173
805826884734976000,6687,1866,8781173
805823200554876929,0,8203,8781173
805520635690676224,5847,1687,8781173
805487436403003392,8946,2569,8781173
805207613751304193,7976,1755,8781173
804738756058218496,13940,3899,8781173
804475857670639616,6250,2058,8781173
804413760345620481,0,3304,8781173
804026241225523202,45281,16512,8781173
803773340896923648,10234,2804,8781173
803692223237865472,0,7579,8781173
803638050916102144,11138,4226,8781173
803380650405482500,7912,1901,8781173
803321560782307329,0,5442,8781173
803276597545603072,10203,2510,8781173
802952499103731712,9162,2054,8781173
802624713319034886,0,2975,8781173
802600418706604034,7229,1502,8781173
802572683846291456,9091,2568,8781173
802323869084381190,16507,5958,8781173
802265048156610565,6888,1406,8781173
802239329049477120,9238,2682,8781173
802185808107208704,0,278,8781173
801958328846974976,7887,1750,8781173
801854953262350336,1809,243,8781173
801538201127157760,8371,2114,8781173
801285448605831168,6166,841,8781173
801167903437357056,24935,6060,8781173
801127390143516673,0,4034,8781173
801115127852503040,8222,2148,8781173
800859414831898624,696,98,8781173
800855607700029440,0,1641,8781173
800751577355128832,10753,2861,8781173
800513324630806528,13372,3051,8781173
800459316964663297,9674,2222,8781173
800443802682937345,0,4418,8781173
800388270626521089,11346,2872,8781173
800188575492947969,0,4026,8781173
800141422401830912,15547,2602,8781173
800018252395122689,28875,13460,8781173
799774291445383169,0,4800,8781173
799757965289017345,8542,2213,8781173
799422933579902976,8204,1968,8781173
799308762079035393,0,5593,8781173
799297110730567681,10068,2823,8781173
799063482566066176,8209,2517,8781173
798933969379225600,13328,4567,8781173
798925684722855936,7635,1473,8781173
798705661114773508,0,6792,8781173
798701998996647937,0,7957,8781173
798697898615730177,0,6650,8781173
798694562394996736,0,5070,8781173
798686750113755136,0,2384,8781173
798682547630837760,0,4815,8781173
798673117451325440,0,5668,8781173
798665375516884993,0,3998,8781173
798644042770751489,0,1892,8781173
798628517273620480,0,2019,8781173
798585098161549313,0,5843,8781173
798576900688019456,0,5977,8781173
798340744599797760,0,3421,8781173
798209839306514432,10612,2613,8781173
797971864723324932,11822,3177,8781173
797545162159308800,14817,4979,8781173
797236660651966464,20315,6731,8781173
797165961484890113,226,26,8781173
796904159865868288,0,9120,8781173
796865951799083009,7822,1957,8781173
796759840936919040,12057,3104,8781173
796563435802726400,0,7430,8781173
796484825502875648,7715,1799,8781173
796387464403357696,11202,4241,8781173
796177847564038144,0,14593,8781173
796149749086875649,32834,14593,8781173
796125600683540480,5049,1850,8781173
796116448414461957,9265,2472,8781173
796080075804475393,8611,2363,8781173
796031486298386433,11001,3795,8781173
795464331001561088,50520,24167,8781173
795400264262053889,10240,2941,8781173
795076730285391872,16486,5547,8781173
794983741416415232,0,3448,8781173
794926597468000259,10436,2361,8781173
794355576146903043,0,10539,8781173
794332329137291264,9743,2738,8781173
794205286408003585,9388,3390,8781173
793962221541933056,17129,4995,8781173
793845145112371200,9398,1910,8781173
793614319594401792,0,3207,8781173
793601777308463104,8128,1666,8781173
793500921481273345,10863,2427,8781173
793286476301799424,25029,9364,8781173
793271401113350145,8859,2443,8781173
793256262322548741,20328,8526,8781173
793241302385262592,10711,3367,8781173
793226087023144960,10020,2932,8781173
793210959003287553,9093,2859,8781173
793195938047070209,15566,5752,8781173
793180763617361921,7068,2047,8781173
793165685325201412,9572,2851,8781173
793150605191548928,6287,1740,8781173
793135492858580992,6550,2549,8781173
793120401413079041,12899,4004,8781173
792913359805018113,14590,4063,8781173
792883833364439040,11511,4362,8781173
792773781206999040,7489,1714,8781173
792394556390137856,13698,4389,8781173
792050063153438720,7277,1843,8781173
791821351946420224,0,21535,8781173
791784077045166082,0,9803,8781173
791780927877898241,0,3904,8781173
791774931465953280,45943,22677,8781173
791672322847637504,11960,3207,8781173
791406955684368384,13364,4208,8781173
791312159183634433,8948,2593,8781173
791026214425268224,0,4191,8781173
790987426131050500,10004,2180,8781173
790946055508652032,16939,4782,8781173
790723298204217344,0,2361,8781173
790698755171364864,8367,1969,8781173
790581949425475584,21011,7317,8781173
790337589677002753,7966,1920,8781173
790277117346975746,12787,3240,8781173
790227638568808452,0,3644,8781173
789986466051088384,9422,2361,8781173
789960241177853952,0,4206,8781173
789903600034189313,10534,4220,8781173
789628658055020548,7625,1805,8781173
789599242079838210,6880,1966,8781173
789530877013393408,11938,3448,8781173
789314372632018944,8797,2337,8781173
789280767834746880,0,5044,8781173
789268448748703744,9264,2658,8781173
789137962068021249,9889,2859,8781173
788908386943430656,27909,12725,8781173
788765914992902144,27837,10539,8781173
788552643979468800,0,7326,8781173
788412144018661376,15805,5378,8781173
788178268662984705,7349,2139,8781173
788150585577050112,6228,1312,8781173
788070120937619456,0,3498,8781173
788039637453406209,6235,1349,8781173
787810552592695296,8788,3107,8781173
787717603741622272,10428,2837,8781173
787397959788929025,11077,2897,8781173
787322443945877504,7912,1776,8781173
787111942498508800,0,6879,8781173
786963064373534720,27055,8129,8781173
786729988674449408,0,2470,8781173
786709082849828864,18543,6230,8781173
786664955043049472,10775,2609,8781173
786595970293370880,9588,3178,8781173
786363235746385920,11069,3575,8781173
786286427768250368,8099,2901,8781173
786233965241827333,15513,4834,8781173
786051337297522688,1448,158,8781173
786036967502913536,0,7151,8781173
785927819176054784,11580,3242,8781173
785872687017132033,6799,1849,8781173
785639753186217984,7965,2277,8781173
785533386513321988,9257,2033,8781173
785515384317313025,6207,1281,8781173
785264754247995392,7361,1672,8781173
785170936622350336,12209,4923,8781173
784826020293709826,10272,3304,8781173
784517518371221505,9106,2585,8781173
784431430411685888,5781,1291,8781173
784183165795655680,20395,8203,8781173
784057939640352768,30214,11317,8781173
783839966405230592,30489,10962,8781173
783821107061198850,7462,2004,8781173
783695101801398276,10615,3274,8781173
783466772167098368,8581,2286,8781173
783391753726550016,17132,5575,8781173
783347506784731136,0,5646,8781173
783334639985389568,29553,11881,8781173
783085703974514689,8274,2236,8781173
782969140009107456,24463,7498,8781173
782747134529531904,7579,1435,8781173
782722598790725632,17521,5483,8781173
782598640137187329,7912,1906,8781173
782305867769217024,16881,5663,8781173
782021823840026624,0,6309,8781173
781955203444699136,11277,3428,8781173
781661882474196992,10580,2762,8781173
781655249211752448,4039,1143,8781173
781524693396357120,21022,5646,8781173
781308096455073793,7236,2588,8781173
781251288990355457,8551,2110,8781173
781163403222056960,9946,2780,8781173
780931614150983680,21924,7430,8781173
780858289093574656,7287,2043,8781173
780800785462489090,5567,1324,8781173
780601303617732608,12272,3394,8781173
780543529827336192,6392,1767,8781173
780496263422808064,0,3755,8781173
780476555013349377,0,115,8781173
780459368902959104,5363,1092,8781173
780192070812196864,8820,2278,8781173
780092040432480260,0,2334,8781173
780074436359819264,12330,5053,8781173
779834332596887552,19153,7151,8781173
779377524342161408,8907,3154,8781173
779124354206535695,0,18584,8781173
779056095788752897,14946,4597,8781173
778990705243029504,20230,7308,8781173
778774459159379968,0,10032,8781173
778764940568104960,876,366,8781173
778748913645780993,6972,1333,8781173
778650543019483137,5842,1527,8781173
778624900596654080,4695,1021,8781173
778408200802557953,13783,4391,8781173
778396591732486144,0,12411,8781173
778383385161035776,5907,1119,8781173
778286810187399168,10508,3343,8781173
778039087836069888,8602,2684,8781173
778027034220126208,6625,1639,8781173
777953400541634568,0,3572,8781173
777885040357281792,6418,1647,8781173
777684233540206592,11358,2975,8781173
777641927919427584,0,4290,8781173
777621514455814149,8847,2529,8781173
777189768882946048,14427,4357,8781173
776819012571455488,0,13873,8781173
776813020089548800,4940,1225,8781173
776477788987613185,8917,2818,8781173
776249906839351296,0,9256,8781173
776218204058357768,30227,16058,8781173
776201521193218049,9722,2542,8781173
776113305656188928,11888,4418,8781173
776088319444877312,1858,153,8781173
775898661951791106,0,16729,8781173
775842724423557120,11842,2690,8781173
775733305207554048,14010,4034,8781173
775729183532220416,13131,4649,8781173
775364825476165632,7472,3005,8781173
775350846108426240,10281,3952,8781173
775085132600442880,15708,4800,8781173
774757898236878852,8693,1807,8781173
774639387460112384,6799,1754,8781173
774314403806253056,21991,5593,8781173
773985732834758656,10820,3918,8781173
773922284943896577,6456,1765,8781173
773704687002451968,6667,1648,8781173
773670353721753600,5397,1327,8781173
773547596996571136,22332,6246,8781173
773336787167145985,0,5143,8781173
773308824254029826,23522,7550,8781173
773247561583001600,9548,3287,8781173
773191612633579521,10087,4191,8781173
772877495989305348,8643,3922,8781173
772826264096874500,8138,2371,8781173
772615324260794368,0,3420,8781173
772581559778025472,6565,1713,8781173
772193107915964416,6103,1409,8781173
772152991789019136,3836,1144,8781173
772117678702071809,3806,750,8781173
772114945936949249,2747,472,8781173
772102971039580160,4031,951,8781173
771908950375665664,6646,1929,8781173
771770456517009408,12119,3421,8781173
771500966810099713,8333,2634,8781173
771380798096281600,10568,5143,8781173
771171053431250945,0,7551,8781173
771136648247640064,9225,2964,8781173
771102124360998913,6289,1456,8781173
771014301343748096,6938,1673,8781173
770787852854652928,4965,1213,8781173
770772759874076672,5216,1430,8781173
770655142660169732,7403,1784,8781173
770414278348247044,6380,2121,8781173
770293558247038976,6295,1499,8781173
770093767776997377,0,3088,8781173
770069151037685760,7660,2318,8781173
769940425801170949,31624,9669,8781173
769695466921623552,6463,1696,8781173
769335591808995329,0,7806,8781173
769212283578875904,5438,1741,8781173
768970937022709760,14461,6579,8781173
768909767477751808,0,2703,8781173
768855141948723200,4235,897,8781173
768609597686943744,4162,1217,8781173
768596291618299904,5076,1293,8781173
768554158521745409,0,5901,8781173
768473857036525572,13721,3471,8781173
768193404517830656,10953,3572,8781173
767884188863397888,4781,1395,8781173
767754930266464257,16125,5442,8781173
767500508068192258,7550,2365,8781173
767191397493538821,12391,3796,8781173
767122157629476866,10241,2885,8781173
766864461642756096,0,5685,8781173
766793450729734144,5100,1365,8781173
766714921925144576,2629,381,8781173
766693177336135680,4043,803,8781173
766423258543644672,6036,1607,8781173
766313316352462849,6838,1908,8781173
766078092750233600,0,2653,8781173
766069199026450432,4255,858,8781173
766008592277377025,3769,503,8781173
765719909049503744,7275,2168,8781173
765669560888528897,5224,1235,8781173
765395769549590528,26757,3408,8781173
765371061932261376,7109,2189,8781173
765222098633691136,11707,3420,8781173
764857477905154048,6491,1790,8781173
